"TIME","GEO","MONTH","UNIT","Value"
"2014","Monaco","Total","Number",":"
"2014","Russia","Total","Number",":"
"2014","San Marino","Total","Number",":"
"2014","Ukraine","Total","Number","465 882"
"2014","Armenia","Total","Number","43 031"
"2014","Azerbaijan","Total","Number","170 503"
"2014","Georgia","Total","Number","60 635"
"2015","Belgium","Total","Number","122 274"
"2015","Bulgaria","Total","Number","65 950"
"2015","Czechia","Total","Number","110 764"
"2015","Denmark","Total","Number","58 205"
"2015","Germany including former GDR","Total","Number","737 575"
"2015","Estonia","Total","Number","13 907"
"2015","Ireland","Total","Number","65 536"
"2015","Greece","Total","Number","91 847"
"2015","Spain","Total","Number","418 432"
"2015","France","Total","Number","799 671"
"2015","France (metropolitan)","Total","Number",":"
"2015","Croatia","Total","Number","37 503"
"2015","Italy","Total","Number","485 780"
"2015","Cyprus","Total","Number","9 170"
"2015","Latvia","Total","Number","21 979"
"2015","Lithuania","Total","Number","31 475"
"2015","Luxembourg","Total","Number","6 115"
"2015","Hungary","Total","Number","92 135"
"2015","Malta","Total","Number","4 325"
"2015","Netherlands","Total","Number","170 510"
"2015","Austria","Total","Number","84 381"
"2015","Poland","Total","Number","369 308"
"2015","Portugal","Total","Number","85 500"
"2015","Romania","Total","Number","201 995"
"2015","Slovenia","Total","Number","20 641"
"2015","Slovakia","Total","Number","55 602"
"2015","Finland","Total","Number","55 472"
"2015","Sweden","Total","Number","114 870"
"2015","United Kingdom","Total","Number","776 746"
"2015","Iceland","Total","Number","4 129"
"2015","Liechtenstein","Total","Number","325"
"2015","Norway","Total","Number","58 815"
"2015","Switzerland","Total","Number","86 559"
"2015","Montenegro","Total","Number","7 386"
"2015","North Macedonia","Total","Number","23 075"
"2015","Albania","Total","Number","32 715"
"2015","Serbia","Total","Number","65 657"
"2015","Turkey","Total","Number","1 325 783"
"2015","Andorra","Total","Number",":"
"2015","Belarus","Total","Number","119 028"
"2015","Bosnia and Herzegovina","Total","Number",":"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number","24 594"
"2015","Moldova","Total","Number",":"
"2015","Monaco","Total","Number",":"
"2015","Russia","Total","Number",":"
"2015","San Marino","Total","Number",":"
"2015","Ukraine","Total","Number","411 781"
"2015","Armenia","Total","Number","41 763"
"2015","Azerbaijan","Total","Number","166 210"
"2015","Georgia","Total","Number","59 249"
"2016","Belgium","Total","Number","121 896"
"2016","Bulgaria","Total","Number","64 984"
"2016","Czechia","Total","Number","112 663"
"2016","Denmark","Total","Number","61 614"
"2016","Germany including former GDR","Total","Number","792 141"
"2016","Estonia","Total","Number","14 053"
"2016","Ireland","Total","Number","63 841"
"2016","Greece","Total","Number","92 898"
"2016","Spain","Total","Number","408 734"
"2016","France","Total","Number","784 325"
"2016","France (metropolitan)","Total","Number",":"
"2016","Croatia","Total","Number","37 537"
"2016","Italy","Total","Number","473 438"
"2016","Cyprus","Total","Number","9 455"
"2016","Latvia","Total","Number","21 968"
"2016","Lithuania","Total","Number","30 623"
"2016","Luxembourg","Total","Number","6 050"
"2016","Hungary","Total","Number","95 361"
"2016","Malta","Total","Number","4 476"
"2016","Netherlands","Total","Number","172 520"
"2016","Austria","Total","Number","87 675"
"2016","Poland","Total","Number","382 257"
"2016","Portugal","Total","Number","87 126"
"2016","Romania","Total","Number","205 773"
"2016","Slovenia","Total","Number","20 345"
"2016","Slovakia","Total","Number","57 557"
"2016","Finland","Total","Number","52 814"
"2016","Sweden","Total","Number","117 425"
"2016","United Kingdom","Total","Number","774 386"
"2016","Iceland","Total","Number","4 034"
"2016","Liechtenstein","Total","Number","378"
"2016","Norway","Total","Number","58 890"
"2016","Switzerland","Total","Number","87 883"
"2016","Montenegro","Total","Number","7 569"
"2016","North Macedonia","Total","Number","23 002"
"2016","Albania","Total","Number","31 733"
"2016","Serbia","Total","Number","64 734"
"2016","Turkey","Total","Number","1 309 771"
"2016","Andorra","Total","Number",":"
"2016","Belarus","Total","Number","117 779"
"2016","Bosnia and Herzegovina","Total","Number",":"
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number","23 416"
"2016","Moldova","Total","Number","37 394"
"2016","Monaco","Total","Number",":"
"2016","Russia","Total","Number",":"
"2016","San Marino","Total","Number",":"
"2016","Ukraine","Total","Number","397 037"
"2016","Armenia","Total","Number","40 592"
"2016","Azerbaijan","Total","Number","159 464"
"2016","Georgia","Total","Number","56 569"
"2017","Belgium","Total","Number","119 690"
"2017","Bulgaria","Total","Number","63 955"
"2017","Czechia","Total","Number","114 405"
"2017","Denmark","Total","Number","61 397"
"2017","Germany including former GDR","Total","Number","784 901"
"2017","Estonia","Total","Number","13 784"
"2017","Ireland","Total","Number","61 824"
"2017","Greece","Total","Number","88 553"
"2017","Spain","Total","Number","391 265"
"2017","France","Total","Number","770 045"
"2017","France (metropolitan)","Total","Number",":"
"2017","Croatia","Total","Number","36 556"
"2017","Italy","Total","Number","458 151"
"2017","Cyprus","Total","Number","9 229"
"2017","Latvia","Total","Number","20 828"
"2017","Lithuania","Total","Number","28 696"
"2017","Luxembourg","Total","Number","6 174"
"2017","Hungary","Total","Number","94 646"
"2017","Malta","Total","Number","4 319"
"2017","Netherlands","Total","Number","169 836"
"2017","Austria","Total","Number","87 633"
"2017","Poland","Total","Number","401 982"
"2017","Portugal","Total","Number","86 154"
"2017","Romania","Total","Number","210 590"
"2017","Slovenia","Total","Number","20 241"
"2017","Slovakia","Total","Number","57 969"
"2017","Finland","Total","Number","50 321"
"2017","Sweden","Total","Number","115 416"
"2017","United Kingdom","Total","Number","754 754"
"2017","Iceland","Total","Number","4 071"
"2017","Liechtenstein","Total","Number","338"
"2017","Norway","Total","Number","56 633"
"2017","Switzerland","Total","Number","87 381"
"2017","Montenegro","Total","Number","7 432"
"2017","North Macedonia","Total","Number","21 754"
"2017","Albania","Total","Number","30 869"
"2017","Serbia","Total","Number","64 894"
"2017","Turkey","Total","Number","1 291 055"
"2017","Andorra","Total","Number",":"
"2017","Belarus","Total","Number","102 556"
"2017","Bosnia and Herzegovina","Total","Number",":"
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number","23 402"
"2017","Moldova","Total","Number",":"
"2017","Monaco","Total","Number",":"
"2017","Russia","Total","Number",":"
"2017","San Marino","Total","Number","228"
"2017","Ukraine","Total","Number","363 987"
"2017","Armenia","Total","Number","37 700"
"2017","Azerbaijan","Total","Number","144 041"
"2017","Georgia","Total","Number","53 293"
"2018","Belgium","Total","Number","118 319"
"2018","Bulgaria","Total","Number","62 197"
"2018","Czechia","Total","Number","114 036"
"2018","Denmark","Total","Number","61 476"
"2018","Germany including former GDR","Total","Number","787 523"
"2018","Estonia","Total","Number","14 367"
"2018","Ireland","Total","Number","61 022"
"2018","Greece","Total","Number","86 440"
"2018","Spain","Total","Number","370 827"
"2018","France","Total","Number","759 199"
"2018","France (metropolitan)","Total","Number",":"
"2018","Croatia","Total","Number","36 945"
"2018","Italy","Total","Number","439 747"
"2018","Cyprus","Total","Number","9 329"
"2018","Latvia","Total","Number","19 314"
"2018","Lithuania","Total","Number","28 149"
"2018","Luxembourg","Total","Number","6 274"
"2018","Hungary","Total","Number","93 467"
"2018","Malta","Total","Number","4 444"
"2018","Netherlands","Total","Number","168 525"
"2018","Austria","Total","Number","85 535"
"2018","Poland","Total","Number","388 178"
"2018","Portugal","Total","Number","87 020"
"2018","Romania","Total","Number","202 744"
"2018","Slovenia","Total","Number","19 585"
"2018","Slovakia","Total","Number","57 639"
"2018","Finland","Total","Number","47 577"
"2018","Sweden","Total","Number","115 832"
"2018","United Kingdom","Total","Number","730 918"
"2018","Iceland","Total","Number","4 228"
"2018","Liechtenstein","Total","Number","378"
"2018","Norway","Total","Number","55 120"
"2018","Switzerland","Total","Number","87 851"
"2018","Montenegro","Total","Number","7 264"
"2018","North Macedonia","Total","Number","21 333"
"2018","Albania","Total","Number","28 934"
"2018","Serbia","Total","Number","63 975"
"2018","Turkey","Total","Number","1 248 847"
"2018","Andorra","Total","Number","543"
"2018","Belarus","Total","Number","94 042"
"2018","Bosnia and Herzegovina","Total","Number",":"
"2018","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number","22 761"
"2018","Moldova","Total","Number",":"
"2018","Monaco","Total","Number",":"
"2018","Russia","Total","Number",":"
"2018","San Marino","Total","Number",":"
"2018","Ukraine","Total","Number","335 874"
"2018","Armenia","Total","Number","36 574"
"2018","Azerbaijan","Total","Number","138 982"
"2018","Georgia","Total","Number","51 138"
"2019","Belgium","Total","Number",":"
"2019","Bulgaria","Total","Number",":"
"2019","Czechia","Total","Number",":"
"2019","Denmark","Total","Number",":"
"2019","Germany including former GDR","Total","Number",":"
"2019","Estonia","Total","Number",":"
"2019","Ireland","Total","Number",":"
"2019","Greece","Total","Number",":"
"2019","Spain","Total","Number",":"
"2019","France","Total","Number",":"
"2019","France (metropolitan)","Total","Number",":"
"2019","Croatia","Total","Number",":"
"2019","Italy","Total","Number",":"
"2019","Cyprus","Total","Number",":"
"2019","Latvia","Total","Number",":"
"2019","Lithuania","Total","Number",":"
"2019","Luxembourg","Total","Number",":"
"2019","Hungary","Total","Number",":"
"2019","Malta","Total","Number",":"
"2019","Netherlands","Total","Number",":"
"2019","Austria","Total","Number",":"
"2019","Poland","Total","Number",":"
"2019","Portugal","Total","Number",":"
"2019","Romania","Total","Number",":"
"2019","Slovenia","Total","Number",":"
"2019","Slovakia","Total","Number",":"
"2019","Finland","Total","Number",":"
"2019","Sweden","Total","Number",":"
"2019","United Kingdom","Total","Number",":"
"2019","Iceland","Total","Number",":"
"2019","Liechtenstein","Total","Number",":"
"2019","Norway","Total","Number",":"
"2019","Switzerland","Total","Number",":"
"2019","Montenegro","Total","Number",":"
"2019","North Macedonia","Total","Number",":"
"2019","Albania","Total","Number",":"
"2019","Serbia","Total","Number",":"
"2019","Turkey","Total","Number",":"
"2019","Andorra","Total","Number",":"
"2019","Belarus","Total","Number",":"
"2019","Bosnia and Herzegovina","Total","Number",":"
"2019","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"2019","Moldova","Total","Number",":"
"2019","Monaco","Total","Number",":"
"2019","Russia","Total","Number",":"
"2019","San Marino","Total","Number",":"
"2019","Ukraine","Total","Number",":"
"2019","Armenia","Total","Number",":"
"2019","Azerbaijan","Total","Number",":"
"2019","Georgia","Total","Number",":"
