"TIME","GEO","AGE","SEX","UNIT","Value"
"1986","Andorra","Less than 15 years","Total","Number","8 933"
"1986","Andorra","From 15 to 64 years","Total","Number","32 107"
"1986","Andorra","65 years or over","Total","Number","3 553"
"1986","Andorra","Unknown","Total","Number","0"
"1986","Belarus","Total","Total","Number",":"
"1986","Belarus","Less than 15 years","Total","Number",":"
"1986","Belarus","From 15 to 64 years","Total","Number",":"
"1986","Belarus","65 years or over","Total","Number",":"
"1986","Belarus","Unknown","Total","Number",":"
"1986","Bosnia and Herzegovina","Total","Total","Number","4 337 350"
"1986","Bosnia and Herzegovina","Less than 15 years","Total","Number",":"
"1986","Bosnia and Herzegovina","From 15 to 64 years","Total","Number",":"
"1986","Bosnia and Herzegovina","65 years or over","Total","Number",":"
"1986","Bosnia and Herzegovina","Unknown","Total","Number",":"
"1986","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":"
"1986","Kosovo (under United Nations Security Council Resolution 1244/99)","Less than 15 years","Total","Number",":"
"1986","Kosovo (under United Nations Security Council Resolution 1244/99)","From 15 to 64 years","Total","Number",":"
"1986","Kosovo (under United Nations Security Council Resolution 1244/99)","65 years or over","Total","Number",":"
"1986","Kosovo (under United Nations Security Council Resolution 1244/99)","Unknown","Total","Number",":"
"1986","Moldova","Total","Total","Number",":"
"1986","Moldova","Less than 15 years","Total","Number",":"
"1986","Moldova","From 15 to 64 years","Total","Number",":"
"1986","Moldova","65 years or over","Total","Number",":"
"1986","Moldova","Unknown","Total","Number",":"
"1986","Monaco","Total","Total","Number",":"
"1986","Monaco","Less than 15 years","Total","Number",":"
"1986","Monaco","From 15 to 64 years","Total","Number",":"
"1986","Monaco","65 years or over","Total","Number",":"
"1986","Monaco","Unknown","Total","Number",":"
"1986","Russia","Total","Total","Number",":"
"1986","Russia","Less than 15 years","Total","Number",":"
"1986","Russia","From 15 to 64 years","Total","Number",":"
"1986","Russia","65 years or over","Total","Number",":"
"1986","Russia","Unknown","Total","Number",":"
"1986","San Marino","Total","Total","Number",":"
"1986","San Marino","Less than 15 years","Total","Number",":"
"1986","San Marino","From 15 to 64 years","Total","Number",":"
"1986","San Marino","65 years or over","Total","Number",":"
"1986","San Marino","Unknown","Total","Number",":"
"1986","Ukraine","Total","Total","Number",":"
"1986","Ukraine","Less than 15 years","Total","Number",":"
"1986","Ukraine","From 15 to 64 years","Total","Number",":"
"1986","Ukraine","65 years or over","Total","Number",":"
"1986","Ukraine","Unknown","Total","Number",":"
"1986","Armenia","Total","Total","Number",":"
"1986","Armenia","Less than 15 years","Total","Number",":"
"1986","Armenia","From 15 to 64 years","Total","Number",":"
"1986","Armenia","65 years or over","Total","Number",":"
"1986","Armenia","Unknown","Total","Number",":"
"1986","Azerbaijan","Total","Total","Number",":"
"1986","Azerbaijan","Less than 15 years","Total","Number",":"
"1986","Azerbaijan","From 15 to 64 years","Total","Number",":"
"1986","Azerbaijan","65 years or over","Total","Number",":"
"1986","Azerbaijan","Unknown","Total","Number",":"
"1986","Georgia","Total","Total","Number",":"
"1986","Georgia","Less than 15 years","Total","Number",":"
"1986","Georgia","From 15 to 64 years","Total","Number",":"
"1986","Georgia","65 years or over","Total","Number",":"
"1986","Georgia","Unknown","Total","Number",":"
"1987","Belgium","Total","Total","Number","9 864 751"
"1987","Belgium","Less than 15 years","Total","Number","1 810 954"
"1987","Belgium","From 15 to 64 years","Total","Number","6 652 033"
"1987","Belgium","65 years or over","Total","Number","1 401 764"
"1987","Belgium","Unknown","Total","Number","0"
"1987","Bulgaria","Total","Total","Number","8 966 462"
"1987","Bulgaria","Less than 15 years","Total","Number","1 915 431"
"1987","Bulgaria","From 15 to 64 years","Total","Number","5 992 626"
"1987","Bulgaria","65 years or over","Total","Number","1 058 405"
"1987","Bulgaria","Unknown","Total","Number","0"
"1987","Czechia","Total","Total","Number","10 344 119"
"1987","Czechia","Less than 15 years","Total","Number","2 392 949"
"1987","Czechia","From 15 to 64 years","Total","Number","6 711 373"
"1987","Czechia","65 years or over","Total","Number","1 239 797"
"1987","Czechia","Unknown","Total","Number","0"
"1987","Denmark","Total","Total","Number","5 124 794"
"1987","Denmark","Less than 15 years","Total","Number","917 954"
"1987","Denmark","From 15 to 64 years","Total","Number","3 421 016"
"1987","Denmark","65 years or over","Total","Number","785 824"
"1987","Denmark","Unknown","Total","Number","0"
"1987","Germany including former GDR","Total","Total","Number","77 780 338"
"1987","Germany including former GDR","Less than 15 years","Total","Number","12 200 787"
"1987","Germany including former GDR","From 15 to 64 years","Total","Number","54 054 426"
"1987","Germany including former GDR","65 years or over","Total","Number","11 525 125"
"1987","Germany including former GDR","Unknown","Total","Number","0"
"1987","Estonia","Total","Total","Number","1 546 304"
"1987","Estonia","Less than 15 years","Total","Number","343 910"
"1987","Estonia","From 15 to 64 years","Total","Number","1 027 717"
"1987","Estonia","65 years or over","Total","Number","174 606"
"1987","Estonia","Unknown","Total","Number","71"
"1987","Ireland","Total","Total","Number","3 545 263"
"1987","Ireland","Less than 15 years","Total","Number","1 017 032"
"1987","Ireland","From 15 to 64 years","Total","Number","2 140 860"
"1987","Ireland","65 years or over","Total","Number","387 371"
"1987","Ireland","Unknown","Total","Number","0"
"1987","Greece","Total","Total","Number","9 985 326"
"1987","Greece","Less than 15 years","Total","Number","2 099 712"
"1987","Greece","From 15 to 64 years","Total","Number","6 565 568"
"1987","Greece","65 years or over","Total","Number","1 320 046"
"1987","Greece","Unknown","Total","Number","0"
"1987","Spain","Total","Total","Number","38 638 052"
"1987","Spain","Less than 15 years","Total","Number","8 648 098"
"1987","Spain","From 15 to 64 years","Total","Number","25 210 614"
"1987","Spain","65 years or over","Total","Number","4 779 340"
"1987","Spain","Unknown","Total","Number","0"
"1987","France","Total","Total","Number",":"
"1987","France","Less than 15 years","Total","Number",":"
"1987","France","From 15 to 64 years","Total","Number",":"
"1987","France","65 years or over","Total","Number",":"
"1987","France","Unknown","Total","Number",":"
"1987","France (metropolitan)","Total","Total","Number","55 681 780"
"1987","France (metropolitan)","Less than 15 years","Total","Number","11 594 892"
"1987","France (metropolitan)","From 15 to 64 years","Total","Number","36 691 052"
"1987","France (metropolitan)","65 years or over","Total","Number","7 395 836"
"1987","France (metropolitan)","Unknown","Total","Number","0"
"1987","Croatia","Total","Total","Number","4 731 041"
"1987","Croatia","Less than 15 years","Total","Number",":"
"1987","Croatia","From 15 to 64 years","Total","Number",":"
"1987","Croatia","65 years or over","Total","Number",":"
"1987","Croatia","Unknown","Total","Number",":"
"1987","Italy","Total","Total","Number","56 594 487"
"1987","Italy","Less than 15 years","Total","Number","10 464 315"
"1987","Italy","From 15 to 64 years","Total","Number","38 436 150"
"1987","Italy","65 years or over","Total","Number","7 694 022"
"1987","Italy","Unknown","Total","Number","0"
"1987","Cyprus","Total","Total","Number","550 888"
"1987","Cyprus","Less than 15 years","Total","Number","143 159"
"1987","Cyprus","From 15 to 64 years","Total","Number","348 476"
"1987","Cyprus","65 years or over","Total","Number","59 253"
"1987","Cyprus","Unknown","Total","Number","0"
"1987","Latvia","Total","Total","Number","2 612 068"
"1987","Latvia","Less than 15 years","Total","Number","556 334"
"1987","Latvia","From 15 to 64 years","Total","Number","1 751 904"
"1987","Latvia","65 years or over","Total","Number","303 830"
"1987","Latvia","Unknown","Total","Number","0"
"1987","Lithuania","Total","Total","Number","3 597 439"
"1987","Lithuania","Less than 15 years","Total","Number","821 404"
"1987","Lithuania","From 15 to 64 years","Total","Number","2 404 029"
"1987","Lithuania","65 years or over","Total","Number","372 006"
"1987","Lithuania","Unknown","Total","Number","0"
"1987","Luxembourg","Total","Total","Number","369 500"
"1987","Luxembourg","Less than 15 years","Total","Number","62 536"
"1987","Luxembourg","From 15 to 64 years","Total","Number","257 741"
"1987","Luxembourg","65 years or over","Total","Number","49 223"
"1987","Luxembourg","Unknown","Total","Number","0"
"1987","Hungary","Total","Total","Number","10 621 121"
"1987","Hungary","Less than 15 years","Total","Number","2 258 342"
"1987","Hungary","From 15 to 64 years","Total","Number","7 017 182"
"1987","Hungary","65 years or over","Total","Number","1 345 597"
"1987","Hungary","Unknown","Total","Number","0"
"1987","Malta","Total","Total","Number","343 334"
"1987","Malta","Less than 15 years","Total","Number","82 586"
"1987","Malta","From 15 to 64 years","Total","Number","226 679"
"1987","Malta","65 years or over","Total","Number","34 069"
"1987","Malta","Unknown","Total","Number","0"
"1987","Netherlands","Total","Total","Number","14 615 125"
"1987","Netherlands","Less than 15 years","Total","Number","2 745 515"
"1987","Netherlands","From 15 to 64 years","Total","Number","10 065 596"
"1987","Netherlands","65 years or over","Total","Number","1 804 014"
"1987","Netherlands","Unknown","Total","Number","0"
"1987","Austria","Total","Total","Number","7 572 852"
"1987","Austria","Less than 15 years","Total","Number","1 353 239"
"1987","Austria","From 15 to 64 years","Total","Number","5 126 036"
"1987","Austria","65 years or over","Total","Number","1 093 577"
"1987","Austria","Unknown","Total","Number","0"
"1987","Poland","Total","Total","Number","37 571 771"
"1987","Poland","Less than 15 years","Total","Number",":"
"1987","Poland","From 15 to 64 years","Total","Number",":"
"1987","Poland","65 years or over","Total","Number",":"
"1987","Poland","Unknown","Total","Number",":"
"1987","Portugal","Total","Total","Number","10 034 846"
"1987","Portugal","Less than 15 years","Total","Number","2 290 734"
"1987","Portugal","From 15 to 64 years","Total","Number","6 516 218"
"1987","Portugal","65 years or over","Total","Number","1 227 894"
"1987","Portugal","Unknown","Total","Number","0"
"1987","Romania","Total","Total","Number","22 895 058"
"1987","Romania","Less than 15 years","Total","Number","5 566 329"
"1987","Romania","From 15 to 64 years","Total","Number","15 116 863"
"1987","Romania","65 years or over","Total","Number","2 211 866"
"1987","Romania","Unknown","Total","Number","0"
"1987","Slovenia","Total","Total","Number","1 985 486"
"1987","Slovenia","Less than 15 years","Total","Number","431 392"
"1987","Slovenia","From 15 to 64 years","Total","Number","1 353 070"
"1987","Slovenia","65 years or over","Total","Number","201 024"
"1987","Slovenia","Unknown","Total","Number","0"
"1987","Slovakia","Total","Total","Number","5 208 708"
"1987","Slovakia","Less than 15 years","Total","Number","1 372 969"
"1987","Slovakia","From 15 to 64 years","Total","Number","3 331 521"
"1987","Slovakia","65 years or over","Total","Number","504 218"
"1987","Slovakia","Unknown","Total","Number","0"
"1987","Finland","Total","Total","Number","4 925 644"
"1987","Finland","Less than 15 years","Total","Number","951 613"
"1987","Finland","From 15 to 64 years","Total","Number","3 344 656"
"1987","Finland","65 years or over","Total","Number","629 375"
"1987","Finland","Unknown","Total","Number","0"
"1987","Sweden","Total","Total","Number","8 381 519"
"1987","Sweden","Less than 15 years","Total","Number","1 503 717"
"1987","Sweden","From 15 to 64 years","Total","Number","5 400 693"
"1987","Sweden","65 years or over","Total","Number","1 477 109"
"1987","Sweden","Unknown","Total","Number","0"
"1987","United Kingdom","Total","Total","Number","56 743 897"
"1987","United Kingdom","Less than 15 years","Total","Number","10 750 398"
"1987","United Kingdom","From 15 to 64 years","Total","Number","37 231 536"
"1987","United Kingdom","65 years or over","Total","Number","8 761 963"
"1987","United Kingdom","Unknown","Total","Number","0"
"1987","Iceland","Total","Total","Number","244 157"
"1987","Iceland","Less than 15 years","Total","Number","62 861"
"1987","Iceland","From 15 to 64 years","Total","Number","155 874"
"1987","Iceland","65 years or over","Total","Number","25 422"
"1987","Iceland","Unknown","Total","Number","0"
"1987","Liechtenstein","Total","Total","Number","27 399"
"1987","Liechtenstein","Less than 15 years","Total","Number","5 502"
"1987","Liechtenstein","From 15 to 64 years","Total","Number","19 284"
"1987","Liechtenstein","65 years or over","Total","Number","2 613"
"1987","Liechtenstein","Unknown","Total","Number","0"
"1987","Norway","Total","Total","Number","4 175 521"
"1987","Norway","Less than 15 years","Total","Number","812 113"
"1987","Norway","From 15 to 64 years","Total","Number","2 693 332"
"1987","Norway","65 years or over","Total","Number","670 076"
"1987","Norway","Unknown","Total","Number","0"
"1987","Switzerland","Total","Total","Number","6 523 413"
"1987","Switzerland","Less than 15 years","Total","Number","1 125 057"
"1987","Switzerland","From 15 to 64 years","Total","Number","4 465 286"
"1987","Switzerland","65 years or over","Total","Number","933 070"
"1987","Switzerland","Unknown","Total","Number","0"
"1987","Montenegro","Total","Total","Number",":"
"1987","Montenegro","Less than 15 years","Total","Number",":"
